order_id,user_id,driver_id,vendor_id,device_id,event_ts,amount,status,market,vertical,is_refund,claim_reason,fraud_label,abuse_label,fraud_label_source,strong_fraud_label
PS-0066,U26,D16,V6,DEV6,2026-06-27T06:00:00Z,36.0,delivered,SG,food,0,,0,0,,0
PS-0067,U27,D17,V7,DEV7,2026-06-28T07:00:00Z,37.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0068,U28,D18,V8,DEV8,2026-06-29T08:00:00Z,38.0,delivered,MY,food,0,,0,0,,0
PS-0069,U29,D19,V9,DEV9,2026-06-30T09:00:00Z,39.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0070,U30,D20,V10,DEV10,2026-07-01T10:00:00Z,40.0,delivered,ID,food,1,,0,1,,0
PS-0071,U31,D21,V11,DEV11,2026-07-02T11:00:00Z,41.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0072,U32,D22,V12,DEV12,2026-07-03T12:00:00Z,42.0,delivered,SG,food,0,,0,0,,0
PS-0073,U33,D23,V13,DEV13,2026-07-04T13:00:00Z,43.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0074,U34,D24,V14,DEV14,2026-07-05T14:00:00Z,44.0,delivered,MY,food,0,,0,0,,0
PS-0075,U35,D0,V15,DEV15,2026-07-06T15:00:00Z,45.0,delivered,SG,qcommerce,1,,0,0,,0
PS-0076,U36,D1,V16,DEV16,2026-07-07T16:00:00Z,46.0,delivered,ID,food,0,,0,0,,0
PS-0077,U37,D2,V17,DEV17,2026-07-08T17:00:00Z,47.0,delivered,MY,qcommerce,0,,0,1,,0
PS-0078,U38,D3,V18,DEV18,2026-07-09T18:00:00Z,48.0,delivered,SG,food,0,,0,0,,0
PS-0079,U39,D4,V19,DEV19,2026-07-10T19:00:00Z,49.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0080,U0,D5,V0,DEV20,2026-06-01T00:00:00Z,10.0,delivered,MY,food,1,,0,0,,0
PS-0081,U1,D6,V1,DEV21,2026-06-02T01:00:00Z,11.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0082,U2,D7,V2,DEV22,2026-06-03T02:00:00Z,12.0,delivered,ID,food,0,,0,0,,0
PS-0083,U3,D8,V3,DEV23,2026-06-04T03:00:00Z,13.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0084,U4,D9,V4,DEV24,2026-06-05T04:00:00Z,14.0,delivered,SG,food,0,,0,1,,0
PS-0085,U5,D10,V5,DEV25,2026-06-06T05:00:00Z,15.0,delivered,ID,qcommerce,1,,0,0,,0
PS-0086,U6,D11,V6,DEV26,2026-06-07T06:00:00Z,16.0,delivered,MY,food,0,,0,0,,0
PS-0087,U7,D12,V7,DEV27,2026-06-08T07:00:00Z,17.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0088,U8,D13,V8,DEV28,2026-06-09T08:00:00Z,18.0,delivered,ID,food,0,,0,0,,0
PS-0089,U9,D14,V9,DEV29,2026-06-10T09:00:00Z,19.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0090,U10,D15,V10,DEV0,2026-06-11T10:00:00Z,20.0,delivered,SG,food,1,,0,0,,0
PS-0091,U11,D16,V11,DEV1,2026-06-12T11:00:00Z,21.0,delivered,ID,qcommerce,0,,0,1,,0
PS-0092,U12,D17,V12,DEV2,2026-06-13T12:00:00Z,22.0,delivered,MY,food,0,,0,0,,0
PS-0093,U13,D18,V13,DEV3,2026-06-14T13:00:00Z,23.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0094,U14,D19,V14,DEV4,2026-06-15T14:00:00Z,24.0,delivered,ID,food,0,,0,0,,0
PS-0095,U15,D20,V15,DEV5,2026-06-16T15:00:00Z,25.0,delivered,MY,qcommerce,1,,0,0,,0
PS-0096,U16,D21,V16,DEV6,2026-06-17T16:00:00Z,26.0,delivered,SG,food,0,,0,0,,0
PS-0097,U17,D22,V17,DEV7,2026-06-18T17:00:00Z,27.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0098,U18,D23,V18,DEV8,2026-06-19T18:00:00Z,28.0,delivered,MY,food,0,,0,1,,0
PS-0099,U19,D24,V19,DEV9,2026-06-20T19:00:00Z,29.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0100,U20,D0,V0,DEV10,2026-06-21T00:00:00Z,30.0,delivered,ID,food,1,,0,0,,0
PS-0101,U21,D1,V1,DEV11,2026-06-22T01:00:00Z,31.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0102,U22,D2,V2,DEV12,2026-06-23T02:00:00Z,32.0,delivered,SG,food,0,,0,0,,0
PS-0103,U23,D3,V3,DEV13,2026-06-24T03:00:00Z,33.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0104,U24,D4,V4,DEV14,2026-06-25T04:00:00Z,34.0,delivered,MY,food,0,,0,0,,0
PS-0105,U25,D5,V5,DEV15,2026-06-26T05:00:00Z,35.0,delivered,SG,qcommerce,1,,0,1,,0
PS-0106,U26,D6,V6,DEV16,2026-06-27T06:00:00Z,36.0,delivered,ID,food,0,,0,0,,0
PS-0107,U27,D7,V7,DEV17,2026-06-28T07:00:00Z,37.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0108,U28,D8,V8,DEV18,2026-06-29T08:00:00Z,38.0,delivered,SG,food,0,,0,0,,0
PS-0109,U29,D9,V9,DEV19,2026-06-30T09:00:00Z,39.0,delivered,ID,qcommerce,0,,0,0,,0
PS-0110,U30,D10,V10,DEV20,2026-07-01T10:00:00Z,40.0,delivered,MY,food,1,,0,0,,0
PS-0111,U31,D11,V11,DEV21,2026-07-02T11:00:00Z,41.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0112,U32,D12,V12,DEV22,2026-07-03T12:00:00Z,42.0,delivered,ID,food,0,,0,1,,0
PS-0113,U33,D13,V13,DEV23,2026-07-04T13:00:00Z,43.0,delivered,MY,qcommerce,0,,0,0,,0
PS-0114,U34,D14,V14,DEV24,2026-07-05T14:00:00Z,44.0,delivered,SG,food,0,,0,0,,0
PS-0115,U35,D15,V15,DEV25,2026-07-06T15:00:00Z,45.0,delivered,ID,qcommerce,1,,0,0,,0
PS-0116,U36,D16,V16,DEV26,2026-07-07T16:00:00Z,46.0,delivered,MY,food,0,,0,0,,0
PS-0117,U37,D17,V17,DEV27,2026-07-08T17:00:00Z,47.0,delivered,SG,qcommerce,0,,0,0,,0
PS-0118,U38,D18,V18,DEV28,2026-07-09T18:00:00Z,48.0,delivered,ID,food,0,,0,0,,0
PS-0119,U39,D19,V19,DEV29,2026-07-10T19:00:00Z,49.0,delivered,MY,qcommerce,0,,0,1,,0
