order_id,user_id,driver_id,vendor_id,device_id,market,vertical,amount,is_refund,event_ts,status,claim_reason
H-CLEAN-7-2,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-05T07:00:00+00:00,delivered,
H-CLEAN-7-3,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-07T07:00:00+00:00,delivered,
H-CLEAN-7-4,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-09T07:00:00+00:00,delivered,
H-CLEAN-7-5,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-11T07:00:00+00:00,delivered,
H-CLEAN-7-6,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-13T07:00:00+00:00,delivered,
H-CLEAN-7-7,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-15T07:00:00+00:00,delivered,
H-CLEAN-7-8,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-17T07:00:00+00:00,delivered,
H-CLEAN-7-9,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-19T07:00:00+00:00,delivered,
H-CLEAN-7-10,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-21T07:00:00+00:00,delivered,
H-CLEAN-7-11,U7,D2,V3,DEV7,SG,qcommerce,27,0,2026-07-23T07:00:00+00:00,delivered,
H-CLEAN-8-0,U8,D3,V0,DEV8,SG,food,28,0,2026-07-01T08:00:00+00:00,delivered,
H-CLEAN-8-1,U8,D3,V0,DEV8,SG,food,28,0,2026-07-03T08:00:00+00:00,delivered,
H-CLEAN-8-2,U8,D3,V0,DEV8,SG,food,28,0,2026-07-05T08:00:00+00:00,delivered,
H-CLEAN-8-3,U8,D3,V0,DEV8,SG,food,28,0,2026-07-07T08:00:00+00:00,delivered,
H-CLEAN-8-4,U8,D3,V0,DEV8,SG,food,28,0,2026-07-09T08:00:00+00:00,delivered,
H-CLEAN-8-5,U8,D3,V0,DEV8,SG,food,28,0,2026-07-11T08:00:00+00:00,delivered,
H-CLEAN-8-6,U8,D3,V0,DEV8,SG,food,28,0,2026-07-13T08:00:00+00:00,delivered,
H-CLEAN-8-7,U8,D3,V0,DEV8,SG,food,28,0,2026-07-15T08:00:00+00:00,delivered,
H-CLEAN-8-8,U8,D3,V0,DEV8,SG,food,28,0,2026-07-17T08:00:00+00:00,delivered,
H-CLEAN-8-9,U8,D3,V0,DEV8,SG,food,28,0,2026-07-19T08:00:00+00:00,delivered,
H-CLEAN-8-10,U8,D3,V0,DEV8,SG,food,28,0,2026-07-21T08:00:00+00:00,delivered,
H-CLEAN-8-11,U8,D3,V0,DEV8,SG,food,28,0,2026-07-23T08:00:00+00:00,delivered,
H-CLEAN-9-0,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-01T09:00:00+00:00,delivered,
H-CLEAN-9-1,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-03T09:00:00+00:00,delivered,
H-CLEAN-9-2,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-05T09:00:00+00:00,delivered,
H-CLEAN-9-3,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-07T09:00:00+00:00,delivered,
H-CLEAN-9-4,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-09T09:00:00+00:00,delivered,
H-CLEAN-9-5,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-11T09:00:00+00:00,delivered,
H-CLEAN-9-6,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-13T09:00:00+00:00,delivered,
H-CLEAN-9-7,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-15T09:00:00+00:00,delivered,
H-CLEAN-9-8,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-17T09:00:00+00:00,delivered,
H-CLEAN-9-9,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-19T09:00:00+00:00,delivered,
H-CLEAN-9-10,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-21T09:00:00+00:00,delivered,
H-CLEAN-9-11,U9,D4,V1,DEV9,SG,qcommerce,29,0,2026-07-23T09:00:00+00:00,delivered,
H-CLEAN-10-0,U10,D0,V2,DEV10,SG,food,30,0,2026-07-01T10:00:00+00:00,delivered,
H-CLEAN-10-1,U10,D0,V2,DEV10,SG,food,30,0,2026-07-03T10:00:00+00:00,delivered,
H-CLEAN-10-2,U10,D0,V2,DEV10,SG,food,30,0,2026-07-05T10:00:00+00:00,delivered,
H-CLEAN-10-3,U10,D0,V2,DEV10,SG,food,30,0,2026-07-07T10:00:00+00:00,delivered,
H-CLEAN-10-4,U10,D0,V2,DEV10,SG,food,30,0,2026-07-09T10:00:00+00:00,delivered,
H-CLEAN-10-5,U10,D0,V2,DEV10,SG,food,30,0,2026-07-11T10:00:00+00:00,delivered,
H-CLEAN-10-6,U10,D0,V2,DEV10,SG,food,30,0,2026-07-13T10:00:00+00:00,delivered,
H-CLEAN-10-7,U10,D0,V2,DEV10,SG,food,30,0,2026-07-15T10:00:00+00:00,delivered,
H-CLEAN-10-8,U10,D0,V2,DEV10,SG,food,30,0,2026-07-17T10:00:00+00:00,delivered,
H-CLEAN-10-9,U10,D0,V2,DEV10,SG,food,30,0,2026-07-19T10:00:00+00:00,delivered,
H-CLEAN-10-10,U10,D0,V2,DEV10,SG,food,30,0,2026-07-21T10:00:00+00:00,delivered,
H-CLEAN-10-11,U10,D0,V2,DEV10,SG,food,30,1,2026-07-23T10:00:00+00:00,delivered,quality
H-CLEAN-11-0,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-01T11:00:00+00:00,delivered,
H-CLEAN-11-1,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-03T11:00:00+00:00,delivered,
H-CLEAN-11-2,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-05T11:00:00+00:00,delivered,
H-CLEAN-11-3,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-07T11:00:00+00:00,delivered,
H-CLEAN-11-4,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-09T11:00:00+00:00,delivered,
H-CLEAN-11-5,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-11T11:00:00+00:00,delivered,
H-CLEAN-11-6,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-13T11:00:00+00:00,delivered,
H-CLEAN-11-7,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-15T11:00:00+00:00,delivered,
H-CLEAN-11-8,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-17T11:00:00+00:00,delivered,
H-CLEAN-11-9,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-19T11:00:00+00:00,delivered,
H-CLEAN-11-10,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-21T11:00:00+00:00,delivered,
H-CLEAN-11-11,U11,D1,V3,DEV11,SG,qcommerce,31,0,2026-07-23T11:00:00+00:00,delivered,
H-CLEAN-12-0,U12,D2,V0,DEV12,SG,food,32,0,2026-07-01T12:00:00+00:00,delivered,
H-CLEAN-12-1,U12,D2,V0,DEV12,SG,food,32,0,2026-07-03T12:00:00+00:00,delivered,
H-CLEAN-12-2,U12,D2,V0,DEV12,SG,food,32,0,2026-07-05T12:00:00+00:00,delivered,
H-CLEAN-12-3,U12,D2,V0,DEV12,SG,food,32,0,2026-07-07T12:00:00+00:00,delivered,
H-CLEAN-12-4,U12,D2,V0,DEV12,SG,food,32,0,2026-07-09T12:00:00+00:00,delivered,
H-CLEAN-12-5,U12,D2,V0,DEV12,SG,food,32,0,2026-07-11T12:00:00+00:00,delivered,
H-CLEAN-12-6,U12,D2,V0,DEV12,SG,food,32,0,2026-07-13T12:00:00+00:00,delivered,
H-CLEAN-12-7,U12,D2,V0,DEV12,SG,food,32,0,2026-07-15T12:00:00+00:00,delivered,
H-CLEAN-12-8,U12,D2,V0,DEV12,SG,food,32,0,2026-07-17T12:00:00+00:00,delivered,
H-CLEAN-12-9,U12,D2,V0,DEV12,SG,food,32,0,2026-07-19T12:00:00+00:00,delivered,
H-CLEAN-12-10,U12,D2,V0,DEV12,SG,food,32,0,2026-07-21T12:00:00+00:00,delivered,
H-CLEAN-12-11,U12,D2,V0,DEV12,SG,food,32,0,2026-07-23T12:00:00+00:00,delivered,
H-CLEAN-13-0,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-01T13:00:00+00:00,delivered,
H-CLEAN-13-1,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-03T13:00:00+00:00,delivered,
H-CLEAN-13-2,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-05T13:00:00+00:00,delivered,
H-CLEAN-13-3,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-07T13:00:00+00:00,delivered,
H-CLEAN-13-4,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-09T13:00:00+00:00,delivered,
H-CLEAN-13-5,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-11T13:00:00+00:00,delivered,
H-CLEAN-13-6,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-13T13:00:00+00:00,delivered,
H-CLEAN-13-7,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-15T13:00:00+00:00,delivered,
H-CLEAN-13-8,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-17T13:00:00+00:00,delivered,
H-CLEAN-13-9,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-19T13:00:00+00:00,delivered,
H-CLEAN-13-10,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-21T13:00:00+00:00,delivered,
H-CLEAN-13-11,U13,D3,V1,DEV13,SG,qcommerce,33,0,2026-07-23T13:00:00+00:00,delivered,
H-CLEAN-14-0,U14,D4,V2,DEV14,SG,food,34,0,2026-07-01T14:00:00+00:00,delivered,
H-CLEAN-14-1,U14,D4,V2,DEV14,SG,food,34,0,2026-07-03T14:00:00+00:00,delivered,
H-CLEAN-14-2,U14,D4,V2,DEV14,SG,food,34,0,2026-07-05T14:00:00+00:00,delivered,
H-CLEAN-14-3,U14,D4,V2,DEV14,SG,food,34,0,2026-07-07T14:00:00+00:00,delivered,
H-CLEAN-14-4,U14,D4,V2,DEV14,SG,food,34,0,2026-07-09T14:00:00+00:00,delivered,
H-CLEAN-14-5,U14,D4,V2,DEV14,SG,food,34,0,2026-07-11T14:00:00+00:00,delivered,
H-CLEAN-14-6,U14,D4,V2,DEV14,SG,food,34,0,2026-07-13T14:00:00+00:00,delivered,
H-CLEAN-14-7,U14,D4,V2,DEV14,SG,food,34,0,2026-07-15T14:00:00+00:00,delivered,
H-CLEAN-14-8,U14,D4,V2,DEV14,SG,food,34,0,2026-07-17T14:00:00+00:00,delivered,
H-CLEAN-14-9,U14,D4,V2,DEV14,SG,food,34,0,2026-07-19T14:00:00+00:00,delivered,
H-CLEAN-14-10,U14,D4,V2,DEV14,SG,food,34,0,2026-07-21T14:00:00+00:00,delivered,
H-CLEAN-14-11,U14,D4,V2,DEV14,SG,food,34,0,2026-07-23T14:00:00+00:00,delivered,
H-CLEAN-15-0,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-01T15:00:00+00:00,delivered,
H-CLEAN-15-1,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-03T15:00:00+00:00,delivered,
H-CLEAN-15-2,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-05T15:00:00+00:00,delivered,
H-CLEAN-15-3,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-07T15:00:00+00:00,delivered,
H-CLEAN-15-4,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-09T15:00:00+00:00,delivered,
H-CLEAN-15-5,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-11T15:00:00+00:00,delivered,
H-CLEAN-15-6,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-13T15:00:00+00:00,delivered,
H-CLEAN-15-7,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-15T15:00:00+00:00,delivered,
H-CLEAN-15-8,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-17T15:00:00+00:00,delivered,
H-CLEAN-15-9,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-19T15:00:00+00:00,delivered,
H-CLEAN-15-10,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-21T15:00:00+00:00,delivered,
H-CLEAN-15-11,U15,D0,V3,DEV15,SG,qcommerce,35,0,2026-07-23T15:00:00+00:00,delivered,
H-CLEAN-16-0,U16,D1,V0,DEV16,SG,food,36,0,2026-07-01T16:00:00+00:00,delivered,
H-CLEAN-16-1,U16,D1,V0,DEV16,SG,food,36,0,2026-07-03T16:00:00+00:00,delivered,
H-CLEAN-16-2,U16,D1,V0,DEV16,SG,food,36,0,2026-07-05T16:00:00+00:00,delivered,
H-CLEAN-16-3,U16,D1,V0,DEV16,SG,food,36,0,2026-07-07T16:00:00+00:00,delivered,
H-CLEAN-16-4,U16,D1,V0,DEV16,SG,food,36,0,2026-07-09T16:00:00+00:00,delivered,
H-CLEAN-16-5,U16,D1,V0,DEV16,SG,food,36,0,2026-07-11T16:00:00+00:00,delivered,
H-CLEAN-16-6,U16,D1,V0,DEV16,SG,food,36,0,2026-07-13T16:00:00+00:00,delivered,
H-CLEAN-16-7,U16,D1,V0,DEV16,SG,food,36,0,2026-07-15T16:00:00+00:00,delivered,
H-CLEAN-16-8,U16,D1,V0,DEV16,SG,food,36,0,2026-07-17T16:00:00+00:00,delivered,
H-CLEAN-16-9,U16,D1,V0,DEV16,SG,food,36,0,2026-07-19T16:00:00+00:00,delivered,
H-CLEAN-16-10,U16,D1,V0,DEV16,SG,food,36,0,2026-07-21T16:00:00+00:00,delivered,
H-CLEAN-16-11,U16,D1,V0,DEV16,SG,food,36,0,2026-07-23T16:00:00+00:00,delivered,
H-CLEAN-17-0,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-01T17:00:00+00:00,delivered,
H-CLEAN-17-1,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-03T17:00:00+00:00,delivered,
H-CLEAN-17-2,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-05T17:00:00+00:00,delivered,
H-CLEAN-17-3,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-07T17:00:00+00:00,delivered,
H-CLEAN-17-4,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-09T17:00:00+00:00,delivered,
H-CLEAN-17-5,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-11T17:00:00+00:00,delivered,
H-CLEAN-17-6,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-13T17:00:00+00:00,delivered,
H-CLEAN-17-7,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-15T17:00:00+00:00,delivered,
H-CLEAN-17-8,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-17T17:00:00+00:00,delivered,
H-CLEAN-17-9,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-19T17:00:00+00:00,delivered,
H-CLEAN-17-10,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-21T17:00:00+00:00,delivered,
H-CLEAN-17-11,U17,D2,V1,DEV17,SG,qcommerce,37,0,2026-07-23T17:00:00+00:00,delivered,
H-CLEAN-18-0,U18,D3,V2,DEV18,SG,food,38,0,2026-07-01T18:00:00+00:00,delivered,
H-CLEAN-18-1,U18,D3,V2,DEV18,SG,food,38,0,2026-07-03T18:00:00+00:00,delivered,
H-CLEAN-18-2,U18,D3,V2,DEV18,SG,food,38,0,2026-07-05T18:00:00+00:00,delivered,
H-CLEAN-18-3,U18,D3,V2,DEV18,SG,food,38,0,2026-07-07T18:00:00+00:00,delivered,
H-CLEAN-18-4,U18,D3,V2,DEV18,SG,food,38,0,2026-07-09T18:00:00+00:00,delivered,
H-CLEAN-18-5,U18,D3,V2,DEV18,SG,food,38,0,2026-07-11T18:00:00+00:00,delivered,
H-CLEAN-18-6,U18,D3,V2,DEV18,SG,food,38,0,2026-07-13T18:00:00+00:00,delivered,
H-CLEAN-18-7,U18,D3,V2,DEV18,SG,food,38,0,2026-07-15T18:00:00+00:00,delivered,
H-CLEAN-18-8,U18,D3,V2,DEV18,SG,food,38,0,2026-07-17T18:00:00+00:00,delivered,
H-CLEAN-18-9,U18,D3,V2,DEV18,SG,food,38,0,2026-07-19T18:00:00+00:00,delivered,
H-CLEAN-18-10,U18,D3,V2,DEV18,SG,food,38,0,2026-07-21T18:00:00+00:00,delivered,
H-CLEAN-18-11,U18,D3,V2,DEV18,SG,food,38,0,2026-07-23T18:00:00+00:00,delivered,
H-CLEAN-19-0,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-01T19:00:00+00:00,delivered,
H-CLEAN-19-1,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-03T19:00:00+00:00,delivered,
H-CLEAN-19-2,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-05T19:00:00+00:00,delivered,
H-CLEAN-19-3,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-07T19:00:00+00:00,delivered,
H-CLEAN-19-4,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-09T19:00:00+00:00,delivered,
H-CLEAN-19-5,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-11T19:00:00+00:00,delivered,
H-CLEAN-19-6,U19,D4,V3,DEV19,SG,qcommerce,39,0,2026-07-13T19:00:00+00:00,delivered,
